"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Arf1_31811",851.174092573208,6.57960439436863,1.47681015643863,4.45528111090159,8.37833399372083e-06,0.105254136491564
"Tec_67809",91.2521117447758,-0.808869232907155,0.184873458650084,-4.37525883278966,1.21288472564605e-05,0.105254136491564
"Plscr4_55764",116.074576612353,1.30998217105531,0.325522633088909,4.02424298004963,5.71588797467141e-05,0.330683172294657
"Prex2_80295",86.1865346433868,1.23632028660182,0.320033001560605,3.86310249434603,0.000111956005887859,0.485777109547421
"Ehd2_70002",412.524019889826,0.642273205697026,0.172633953236114,3.72043386400693,0.000198880819872884,0.690355101942753
"Nde1_77231",89.2598633291971,1.21672455614497,0.332302275951956,3.6614993161253,0.000250743530688774,0.725317453105728
"Dcaf12l1_55022",19.8794032683648,-1.48678101120744,0.419602774522001,-3.54330595859652,0.000395143979062844,0.740724032138126
"Mrpl17_66615",96.158263838135,0.80758795195963,0.225855060397678,3.57569120008937,0.000349303772891858,0.740724032138126
"Slc37a3_63108",140.397070917427,0.78645898337243,0.224856618378956,3.49760211214683,0.000469460956068183,0.740724032138126
"Slc39a14_63214",191.67440338264,0.948737233274493,0.268975181381256,3.52722964402323,0.000419932373359858,0.740724032138126
"Zfp652_72159",1083.72192280991,-0.408741537897784,0.116469193505234,-3.50943906793185,0.000449052935914466,0.740724032138126
"Hbs1l_72436",450.82070873,-0.984223814773163,0.287703272720431,-3.42096843552266,0.000623985738717639,0.776559196980368
"Mpp5_79761",353.830870791846,-0.399952033021469,0.116561610261037,-3.43125006703139,0.000600806479546519,0.776559196980368
"Retsat_60611",258.104976750206,-0.935175900383814,0.273449857830742,-3.41991730331293,0.000626401749119909,0.776559196980368
"Nqo1_29503",316.360800204349,1.2929592413966,0.380973606018496,3.39382891877771,0.000689227351453208,0.797481994121459
"Hyal2_65098",257.603240869239,-0.624213648474855,0.185537102503283,-3.36436022797009,0.000767213338224946,0.83223466863951
"Aplp1_78493",12.9494386205413,-1.66303162988615,0.503470007132726,-3.30313942504173,0.000956088383442207,0.841565289927127
"F8a_54756",247.327604786463,-0.398448484454939,0.12217110080645,-3.26139718660783,0.00110864628703224,0.841565289927127
"Ppp2r5a_74553",2609.3615511446,-0.403815363862672,0.124757583122107,-3.23680015079673,0.00120878032622974,0.841565289927127
"Prkcsh_61932",1351.4373653139,-0.342276504843781,0.104842868195476,-3.26466178133945,0.00109594855834813,0.841565289927127
"Psmc6_55718",551.7131528282,0.435308603113548,0.133185247433483,3.2684446025522,0.0010814034477162,0.841565289927127
"Rcbtb2_79094",39.3743445525633,0.903073069539576,0.278281417084802,3.24517921103003,0.00117376729065781,0.841565289927127
"Rhof_64396",48.0478673876548,0.954417761811232,0.289852076721983,3.29277531009956,0.000992037197079287,0.841565289927127
"Sox12_56104",14.1868886949402,1.36064309275102,0.417136737686652,3.26186348461382,0.00110682431866133,0.841565289927127
"Zfp618_63578",22.5609655122226,1.09900075250155,0.339617959074814,3.23599127530076,0.00121221089238178,0.841565289927127
"Map4k5_66810",242.007032092815,0.353322568756078,0.110570165285699,3.19546025678029,0.00139608009110637,0.914182658938476
"Rsph3b_31489",15.834865067284,4.31062755679798,1.35124464625197,3.19011628927052,0.00142215555377615,0.914182658938476
"Cyc1_55101",2528.70469779601,0.553114553868895,0.174053463477819,3.1778428467721,0.00148375150339841,0.919713967606527
"Enpp1_82229",16.3769274727178,-1.40713724202845,0.444722021552678,-3.16408267149813,0.00155572597696857,0.931075174354014
"Hand2_58147",375.196332163294,-2.21586455515903,0.703297302865941,-3.15067972837286,0.00162891001635096,0.942378741459574
"0610009B22Rik_56046",452.353599660278,0.137259431940201,0.47011965534703,0.291967013884753,0.770311844748504,1
"0610010F05Rik_69119",954.643160881243,-0.300308442430928,0.154090543549711,-1.94890896944656,0.0513062967357955,1
"0610010F05Rik_74637",29.9698493653321,0.381946080085514,0.383733600673188,0.9953417668285,0.319570070510609,1
"0610010K14Rik_31619",498.497991093394,-0.0890705917674788,0.277560765711732,-0.320904835159539,0.748282509647317,1
"0610010K14Rik_31873",551.394454539833,-0.0168628071960641,0.143904756913838,-0.117180332031418,0.906717152298912,1
"0610010K14Rik_68949",139.028250694932,0.325988827752978,0.341695126461543,0.954034174056817,0.340066344203353,1
"0610012G03Rik_58446",603.830142275185,-0.107912284761406,0.210550575535452,-0.512524292498245,0.6082841232203,1
"0610030E20Rik_65200",84.7747179520526,0.16512966872643,0.262620303445565,0.628777236793719,0.529494904587817,1
"0610040J01Rik_55628",43.7775860466893,-0.0900001974328438,0.560201767978231,-0.16065675365084,0.872363752466215,1
"1110004F10Rik_77756",320.857859645284,0.0701962578202708,0.122625932362399,0.572442194468443,0.567022437066048,1
"1110004F10Rik_78968",15.842371090009,0.518630803389854,0.399801533502755,1.29722064556884,0.194555279054336,1
"1110008P14Rik_54127",109.338431601246,-0.206643495461768,0.325836599386441,-0.634193629110061,0.525954464790558,1
"1110012L19Rik_54622",168.170542682414,0.115089860689346,0.275378857768108,0.417932813078414,0.675996240812074,1
"1110032A03Rik_66240",217.269598834077,-0.107701007035238,0.36363826353462,-0.296176221909014,0.767095506807389,1
"1110038F14Rik_55501",807.419536475136,-0.0866406871082187,0.125441093261266,-0.690688233462422,0.489761485355888,1
"1110051M20Rik_65932",13.9012166191729,0.187512891847327,0.506997322459177,0.369849866144855,0.711494357736369,1
"1110059E24Rik_72944",237.593008649968,0.62229814468334,0.648943736189374,0.958940059021914,0.33758894263131,1
"1110059E24Rik_76801",568.978309361886,0.0882891234285269,0.557592337118728,0.158339915295011,0.874188956990089,1
"1110059E24Rik_79143",944.894734084022,0.0827466880764742,0.254583943837968,0.325027127905359,0.745160540309169,1
"1110059G10Rik_53980",1105.32095322226,-0.105544085403315,0.405741571200029,-0.260126378204619,0.794766291254801,1
"1110065P20Rik_78351",23.0623067597842,-0.107105804723326,0.323261409839503,-0.33132876818332,0.740396163472567,1
"1110065P20Rik_79215",44.2263231144261,-0.0539130439275147,0.446675065783005,-0.120698574998824,0.903929787731006,1
"1190002N15Rik_55292",52.3200013743872,-0.473640869018416,0.433771441044612,-1.09191344611759,0.274871146992779,1
"1190007I07Rik_54470",136.002596948449,0.0495229200542661,0.250269315049147,0.197878513570635,0.843140115457283,1
"1500011B03Rik_55834",38.59489141629,-0.0685771947076291,0.361341384815051,-0.189785055323042,0.849477567184334,1
"1500011K16Rik_54321",625.618489541653,-0.27769108927514,0.406110810048288,-0.683781574891152,0.494113103000694,1
"1600002K03Rik_62067",63.2904167336003,0.145620291912889,0.187057620861598,0.778478263767889,0.436287115873047,1
"1600012H06Rik_55373",548.969998449997,-0.109692978939267,0.148491080342246,-0.738717629950863,0.460078478091859,1
"1600014C10Rik_62062",530.800738522591,0.0321358813393491,0.375862252306859,0.085499092133128,0.931864617202874,1
"1700001L19Rik_59316",19.9687573256201,-0.089272739593875,0.483860777658426,-0.184500880658063,0.853620536351809,1
"1700003E16Rik_58477",68.7115169863037,-0.446434236012083,0.360920507867268,-1.23693230581473,0.216112215239962,1
"1700007K13Rik_61919",101.437781319846,0.128148915824442,0.313471849118025,0.40880518038541,0.682682637902451,1
"1700012B09Rik_79847",16.2357547427058,0.0854155367401351,0.669372639282019,0.127605360194814,0.898461288993268,1
"1700013F07Rik_54269",60.7225524373622,0.27489671088,0.554433002949314,0.495815922605045,0.62002428985954,1
"1700016K19Rik_60747",98.3682270434231,-0.245975001105821,0.339674806932777,-0.72414849757904,0.468974573309472,1
"1700017B05Rik_67141",27.3617273736781,0.0235908313053113,0.269995094933265,0.0873750366136921,0.930373411373188,1
"1700017B05Rik_79271",16.8146469508253,-0.58561146266627,0.315851477373417,-1.85407226059585,0.0637288226531905,1
"1700020D05Rik_61157",34.4383158169827,-0.0284492825546302,0.350125911571042,-0.0812544333750566,0.935239611009732,1
"1700021F05Rik_78998",30.6331650031531,0.182405458492295,0.526974623378853,0.346137082128829,0.729239696384596,1
"1700024G13Rik_59494",267.924585263396,-0.327987729184796,0.305956961354427,-1.07200610090008,0.283717291888237,1
"1700025G04Rik_59469",90.1504361523537,0.013340169685499,0.36378715038117,0.0366702608146589,0.9707479211198,1
"1700028P14Rik_54917",53.1512783208712,0.118245386874153,0.488061580109446,0.242275548195448,0.808566659170438,1
"1700029I15Rik_69855",30.0571529561697,-0.318237930890233,0.396082095651427,-0.803464570562915,0.421706266745755,1
"1700029J07Rik_54971",214.831737295404,-0.0966719281430852,0.276588940852544,-0.349514799272553,0.726702862333451,1
"1700030K09Rik_56587",220.330267766147,-0.231826551594008,0.276786434755224,-0.837564715911833,0.402275216357395,1
"1700037C18Rik_68459",18.8599366902063,-0.142282760482205,0.458702197204149,-0.310185478398485,0.756419912861008,1
"1700037H04Rik_74377",29.1549433160297,0.0723803258215033,0.26688798720696,0.27120113789676,0.786236337850569,1
"1700086D15Rik_55186",49.2482043456214,-0.408289826972014,0.298225355222609,-1.3690647687124,0.170979029937844,1
"1700088E04Rik_53806",117.989465471418,0.270599830257186,0.252710948517454,1.07078791736044,0.284264800946974,1
"1700088E04Rik_74928",51.55126794491,-0.0254166453251138,0.293470274243848,-0.086607222454138,0.930983724787263,1
"1700102P08Rik_54464",22.24597080497,-0.132748400310077,0.355728248105989,-0.373173626263509,0.709019223900357,1
"1700109H08Rik_72366",136.482830996759,0.546760439826299,0.385124551845477,1.41969769833234,0.155695708502623,1
"1700109H08Rik_73072",218.426244113644,-0.102051583195053,0.43314491181375,-0.235606099510028,0.813738339968924,1
"1700123O20Rik_59981",286.754681347145,0.0873501901668956,0.20955428453737,0.416838006246149,0.676796900929187,1
"1810009A15Rik_30815",635.944386485905,0.0721742117082214,0.168084922812481,0.429391348733525,0.667638448593839,1
"1810010H24Rik_75772",1094.00356370725,-0.622551773904912,0.505206389472876,-1.23227217010156,0.217847432017555,1
"1810013L24Rik_56459",50.560083533746,0.435824831485946,0.270289267211329,1.61243854031833,0.106866543890153,1
"1810022K09Rik_78572",221.434870628801,0.227108886233498,0.73176486196451,0.31035773653274,0.756288929730081,1
"1810030O07Rik_56963",45.9967066127544,0.588654094939646,0.261780908704631,2.248651736494,0.0245346620617946,1
"1810037I17Rik_56248",2218.44411692439,-0.322911885347308,0.484367708756012,-0.666666830818747,0.504984970217742,1
"1810043G02Rik_79368",46.5645218742947,0.0126553581658037,0.329868167495045,0.0383648966855637,0.969396748752468,1
"1810055G02Rik_59189",32.8977125974148,0.406797724306652,0.491409274003477,0.827818573696218,0.407773254254708,1
"2010111I01Rik_69393",39.6067959788963,-0.471837705210872,0.30442942356341,-1.54990834883144,0.12116351549697,1
"2010111I01Rik_73043",239.147350301305,-0.485272024585192,0.323014108226966,-1.50232454937917,0.133013311544602,1
"2010111I01Rik_76822",306.074221478719,0.32402522144963,0.396850543371296,0.816491817541673,0.414218901519784,1
"2010300C02Rik_77386",74.0073346312317,0.0631771005983213,0.374102991345547,0.168876224087625,0.865894001002634,1
