"","110_RNA-m110_ROF_24H_PLASMA_CTCAGA_S44_L004","115_RNA-m115_PF_24H_PLASMA_TCATTC_S49_L004","113_RNA-m113_PF_24H_PLASMA_TACAGC_S47_L004","81_RNA-m81_PS_24H_PLASMA_GGTAGC_S57_L004","106_RNA-m106_Sal_24H_PLASMA_CCAACA_S40_L004","74_RNA-m74_ROS_24H_PLASMA_GTGGCC_S53_L004","109_RNA-m109_ROF_24H_PLASMA_CTATAC_S43_L004","82_RNA-m82_PS_24H_PLASMA_CAGGCG_S58_L004","75_RNA-m75_ROS_24H_PLASMA_GTTTCG_S54_L004","112_RNA-m112_ROF_24H_PLASMA_TAATCG_S46_L004","111_RNA-m111_ROF_24H_PLASMA_GACGAC_S45_L004","118_RNA-m118_PF_24H_PLASMA_TCGGCA_S52_L004","76_RNA-m76_ROS_24H_PLASMA_CGTACG_S55_L004","80_RNA-m80_PS_24H_PLASMA_GAGTGG_S56_L004","107_RNA-m107_ROF_24H_PLASMA_CGGAAT_S41_L004","104_RNA-m104_Sal_24H_PLASMA_CATGGC_S38_L004","114_RNA-m114_PF_24H_PLASMA_TATAAT_S48_L004","116_RNA-m116_PF_24H_PLASMA_TCCCGA_S50_L004","108_RNA-m108_ROF_24H_PLASMA_CTAGCT_S42_L004","117_RNA-m117_PF_24H_PLASMA_TCGAAG_S51_L004","PEAT_SM1-24hr_mouse_plasma_CAAAAG_S4_L002","PEAT_SM2-24hr_mouse_plasma_CAACTA_S5_L002","SALINE_SM2-24hr_mouse_plasma_CACTCA_S11_L002","PEAT_SM3-24hr_mouse_plasma_CACCGG_S6_L002","SALINE_SM3-24hr_mouse_plasma_CAGGCG_S12_L002","RED_OAK_SM2-24hr_mouse_plasma_ATGAGC_S8_L002","SALINE_SM1-24hr_mouse_plasma_CACGAT_S10_L002","RED_OAK_SM1-24hr_mouse_plasma_ACTGAT_S7_L002","RED_OAK_SM3-24hr_mouse_plasma_ATTCCT_S9_L002"
"mmu-mir-1839_mature",2.15851063801049,11.632797478993,0,30.6606257772074,59.6808299483415,165.89003686138,0,95.1098952103211,0,0.93333158720504,1140.78857295609,1981.08134601152,9.9879702380856,2228.06393971564,236.563148733109,232.552310734929,0,75.0434202912242,2.35997163089146,37.1990396704065,222.869954017899,346.209559424396,14.7309376179322,10.9846055188152,95.4088384889195,123.337178971997,180.094470293358,168.293221158978,84.1347956277828
"mmu-mir-185_mature",4.31702127602097,0,0,116.663681082274,205.735181720654,0,0,59.4258067065991,3.58577617674329,0.93333158720504,1.85796184520535,1.68459298130231,0,12.4126124775245,241.491547665049,615.479356123968,55.6502811595664,157.166408534451,2.35997163089146,0,80.6740766560756,213.75003971286,171.972536888133,80.7618155758343,248.824459063825,203.56460173111,197.639490321937,105.899086346355,203.582264623731
"mmu-mir-186_mature",2.15851063801049,0,0,170.779685579045,250.558758643881,258.950301442153,18.4999556250909,158.397306684858,262.956919627842,0.93333158720504,1.85796184520535,825.450560838132,9.9879702380856,6.20630623876223,0,92.0661640739453,55.6502811595664,290.262286032094,11.7998581544573,12.3996798901355,421.897278791512,1017.68858395317,665.682143113378,352.880452291938,415.230015395438,362.687871767857,519.642210846452,264.277623069355,507.031847634911
"mmu-mir-18a_mature",0,0,0,0,56.6590157737419,0,0,7.00809754181313,0,0,0,0,0,0,0,0,0,0,0,0,0.156345109798596,12.5640565920144,9.15103700507912,16.2272581527951,0.223964409598402,61.0860252128516,1.03206000168114,31.5389530765174,2.30857670929892
"mmu-mir-191_mature",1469.94574448514,13307.920315968,3985.71393965289,2343.54493128085,2510.12030770071,722.228575116006,11907.8047706835,1122.01071868416,1036.28931507881,3857.45944991843,1521.67075122318,2287.67726860854,858.965440475362,7782.70802340783,2216.13671972892,4728.10900388639,445.202249276531,6862.93317267102,4000.15191436103,11172.1115810121,2757.14601129824,5082.64412441566,2.56675428191244,2266.82313888277,2748.71519900119,12.9828609444208,1984.13535323198,2893.37842695465,3747.93153612625
"mmu-mir-192_mature",6.47553191403146,11.632797478993,5.48996410420509,117.276893597818,482.231178696515,162.518288144685,18.4999556250909,65.7903034537559,450.612539544074,6.53332111043528,2374.47523817244,3.36918596260462,2187.36548214075,18.6189187162867,226.70635086923,228.460481220531,111.300562319133,380.880755817723,811.830241026664,49.598719560542,785.477831628147,368.59935258196,271.852757858204,139.179944925897,413.662264528249,217.046803481086,2.06412000336227,206.498944804515,237.441389693448
"mmu-mir-194-1_mature",287.081914855395,0,5.48996410420509,0.153303128886037,18.8863385912473,0,0,10.869702309751,1.1952587255811,0,0,1.68459298130231,0,0,0,0,0,1.41591359040046,2.35997163089146,0,39.1644500045483,34.90015720004,31.8054334932628,18.7237594070713,15.2295798526914,18.8085036758916,0,1.3675426808246,8.80679263176995
"mmu-mir-194-2_mature",308.6670212355,0,0,0.153303128886037,0.503635695766595,0.674349743338941,6.16665187503029,10.583657512126,0,0,1.85796184520535,0,9.9879702380856,6.20630623876223,0.821399821989963,0.340985792866464,55.6502811595664,5.66365436160183,11.7998581544573,0,61.4436281508483,52.9945463945222,43.0768327312261,39.5695448802774,17.0212951294786,22.470336249959,0,11.4531699519061,17.8700937867953
"mmu-mir-19a_mature",2.15851063801049,0,0,173.845748156766,0,0,0,0,0,0,0,0,0,0,0.821399821989963,0,0,0,0,0,0.0781725548992981,19.7588582301765,3.01314633094069,30.2076651767417,0,28.7953197869845,0.516030000840568,26.3251966058736,13.2529403681975
"mmu-mir-19b-1_mature",0,0,0,0,0,0,0,5.14880635725047,0,0,0,0,0,0,0,0,0,0,0,0,5.31573373315227,6.22833574646867,9.15103700507912,15.4783077765123,0,20.6394199629253,0.516030000840568,11.4531699519061,5.64318751161958
"mmu-mir-19b-2_mature",0,0,0,0,0,0,0,4.36218316378164,0,0,0,0,0,0,0,0,0,0,0,0,6.56649461154104,6.7652612418539,10.0438211031356,15.3534827137985,0,20.3065260925556,0,9.65827018332376,4.95916478293842
"mmu-mir-1a-1_mature",492.140425466391,4594.95500420223,5.48996410420509,452.857442729353,106.518949654635,368.194959863062,1985.66190375975,361.918180195064,872.538869674201,6.53332111043528,440.336957313668,1339.25142013534,1018.77296428473,18.6189187162867,1927.82538221044,1.70492896433232,278.251405797832,126.016309545641,556.953304890386,7253.81273572927,373.586639863745,357.484994827486,222.63803445284,887.631020957895,596.193258350947,70.407053583205,495.904830807786,86.5825459797077,900.088408103323
"mmu-mir-1a-2_mature",455.445744620213,4583.32220672323,16.4698923126153,464.048571138034,109.288945981351,363.474511659689,2084.32833376024,376.935532070378,933.497064678837,7.46665269764032,484.928041598597,1431.90403410696,918.893261903876,18.6189187162867,2026.39336084924,2.38690055006525,166.950843478699,127.432223136041,530.99361695058,7191.81433627859,373.821157528443,365.109336861956,224.869994697981,882.762843512056,614.11041111882,67.577455685062,474.747600773322,94.7023306471038,898.72036264596
"mmu-mir-200b_mature",2.15851063801049,0,5.48996410420509,0,0,0,0,0,0,0,0,0,0,12.4126124775245,0,0.340985792866464,0,0,9.43988652356586,24.799359780271,23.9208017991852,32.9135328671146,0,5.49230275940759,0,4.49406724999181,39.2182800638831,55.5564214084995,13.6804545736232
"mmu-mir-200c_mature",2.15851063801049,0,0,0.153303128886037,0.503635695766595,0,6.16665187503029,12.0853926996573,0,524.532352009233,0,0,0,4934.01345981597,251.348345528929,0.340985792866464,0,32.5660125792105,0,0,0.234517664697894,8.53711537662516,10.6018111644209,8.61292932725281,25.3079782846195,6.15853660184063,0.516030000840568,0.170942835103075,2.22307386821377
"mmu-mir-202_mature",0,0,0,72.9722893497536,0,0.674349743338941,0,4.79125036021918,0,1.86666317441008,0,1.68459298130231,0,0,0,0,0,0,0,0,0.0781725548992981,0,6.2494886863955,0,0,23.3025709258834,1.03206000168114,14.6156124013129,17.7845909457102
"mmu-mir-203_mature",3887.47765905689,3268.81609159703,3398.28778050295,105.319249544707,129.686191659898,639.957906428655,2565.3271800126,93.0360704275397,2021.18250495764,657.065437392348,3990.9020435011,1910.32844079682,18208.0697440301,1241.26124775245,628.370863822321,413.956752539888,19199.3470000504,594.683707968192,2423.69086492553,3657.90556758997,12.4294362289884,56.9677950603729,41.6260585718843,38.5709443785669,96.9765893561083,67.9103495554318,100.10982016307,119.659984572153,89.2649660928915
"mmu-mir-205_mature",2.15851063801049,0,0,79.8709301496253,44.0681233795771,0,0,0,0,0,0,1.68459298130231,199.759404761712,0,185.636359769732,279.608350150501,0,0,0,0,0.0781725548992981,32.3766073717294,22.6543964881837,19.3478847206404,32.9227682109652,88.8826633887269,0,13.0771268853853,24.7958239146921
"mmu-mir-20a_mature",0,0,0,23.6086818484497,121.124384831866,0,12.3333037500606,9.86854551806339,0,0,0,0,0,0,0,0,0,1.41591359040046,2.35997163089146,0,122.340048417401,224.381164521488,386.687112470721,106.226128369451,29.5633020669891,339.551747777159,26.8335600437095,126.497697976276,213.757102712863
"mmu-mir-214_mature",0,0,0,0,0,52.5992799804374,0,12.8720158931262,0,0,0,0,0,0,0,0,0,0,0,12.3996798901355,17.2761346327449,45.5312820086675,23.6587785984972,0,2.68757291518083,64.4149639165492,0,34.7013955259243,63.7851194495183
"mmu-mir-215_mature",2.15851063801049,11.632797478993,10.9799282084102,20.695922399615,42.5572162922773,334.477472696115,0,6.29298554775057,1.1952587255811,0.93333158720504,1.85796184520535,0,9.9879702380856,1824.6540341961,575.801275214964,749.827758513355,0,610.258757462597,9.43988652356586,0,395.943990564945,568.389329414805,15.0657316547034,13.730756898519,198.880395723381,28.4624259166148,47.4747600773322,44.8724942145573,0.0855028410851451
