"","110_RNA-m110_ROF_24H_PLASMA_CTCAGA_S44_L004","115_RNA-m115_PF_24H_PLASMA_TCATTC_S49_L004","113_RNA-m113_PF_24H_PLASMA_TACAGC_S47_L004","81_RNA-m81_PS_24H_PLASMA_GGTAGC_S57_L004","106_RNA-m106_Sal_24H_PLASMA_CCAACA_S40_L004","74_RNA-m74_ROS_24H_PLASMA_GTGGCC_S53_L004","109_RNA-m109_ROF_24H_PLASMA_CTATAC_S43_L004","82_RNA-m82_PS_24H_PLASMA_CAGGCG_S58_L004","75_RNA-m75_ROS_24H_PLASMA_GTTTCG_S54_L004","112_RNA-m112_ROF_24H_PLASMA_TAATCG_S46_L004","111_RNA-m111_ROF_24H_PLASMA_GACGAC_S45_L004","118_RNA-m118_PF_24H_PLASMA_TCGGCA_S52_L004","76_RNA-m76_ROS_24H_PLASMA_CGTACG_S55_L004","80_RNA-m80_PS_24H_PLASMA_GAGTGG_S56_L004","107_RNA-m107_ROF_24H_PLASMA_CGGAAT_S41_L004","104_RNA-m104_Sal_24H_PLASMA_CATGGC_S38_L004","114_RNA-m114_PF_24H_PLASMA_TATAAT_S48_L004","116_RNA-m116_PF_24H_PLASMA_TCCCGA_S50_L004","108_RNA-m108_ROF_24H_PLASMA_CTAGCT_S42_L004","117_RNA-m117_PF_24H_PLASMA_TCGAAG_S51_L004","PEAT_SM1-24hr_mouse_plasma_CAAAAG_S4_L002","PEAT_SM2-24hr_mouse_plasma_CAACTA_S5_L002","SALINE_SM2-24hr_mouse_plasma_CACTCA_S11_L002","PEAT_SM3-24hr_mouse_plasma_CACCGG_S6_L002","SALINE_SM3-24hr_mouse_plasma_CAGGCG_S12_L002","RED_OAK_SM2-24hr_mouse_plasma_ATGAGC_S8_L002","SALINE_SM1-24hr_mouse_plasma_CACGAT_S10_L002","RED_OAK_SM1-24hr_mouse_plasma_ACTGAT_S7_L002","RED_OAK_SM3-24hr_mouse_plasma_ATTCCT_S9_L002"
"mmu-mir-151_mature",3.15851063801049,1,1,1.15330312888604,2.25908923941649,1,1,25.6713637951585,1,1,2.85796184520535,1,1,7.20630623876223,413.342710638961,123.754885431927,1,33.5660125792105,3.35997163089146,1,38.5228263516631,22.5307123649477,14.6149574953616,33.7041664310179,264.60611009732,89.8826633887269,5.64427000756511,59.4624496052518,23.5727500464783
"mmu-mir-152_mature",1,12.632797478993,1,31.8139289060934,1,1,1,5.29067196437539,1,1,1,1,1,1,1.82139982198996,1,1,2.41591359040046,1,1,21.1685191640189,11.5237397095505,22.2036223288419,1.24965012542762,1,101.201054981299,1,15.2737267311068,12.9703977519203
"mmu-mir-15a_mature",1,1,1,97.4276680693172,1,159.472189684651,1653.66270250812,8.50867593765693,1,1,1,1,1,1,1,1.34098579286646,1,1,1,1,87.1461554990265,89.6463992881015,111.035640085464,36.4503178107217,56.095244761207,20.4742914166312,67.0518401075927,36.3851668663366,93.7705825773825
"mmu-mir-15b_mature",3.15851063801049,1,6.48996410420509,1.15330312888604,17.8717958081809,218.814967098478,13.3333037500606,6.86391835131303,419.340553953384,3.79999476161512,229.529306960258,4.36918596260462,10.9879702380856,1,1.82139982198996,545.89529700061,112.300562319133,139.759531859245,10.4398865235659,13.3996798901355,21.0121740542203,1.26846274769261,6.91469464962431,20.3478847206404,431.45959524813,95.375412249828,156.841060253851,17.6669264225499,18.7845909457102
"mmu-mir-16-1_mature",3.15851063801049,1141.01415294131,1093.50285673681,349.304708829076,174.754315039475,158.123490197973,13.3333037500606,268.952464175243,452.807798269655,219.399591405979,307.563704458883,733.797946866505,40.9518809523424,1552.57655969056,44.534190565468,223.663722741801,112.300562319133,196.396075475263,17.5198014162403,12301.4824510144,10.693396807513,1437.43677780411,1375.55271697024,505.168428301074,554.640020527251,490.187542508368,586.178020953204,603.573493738341,511.109949913976
"mmu-mir-16-2_mature",5.31702127602097,966.522190756417,1071.54300031999,256.556315853024,171.732500864876,165.541337374702,7.16665187503029,274.101270532493,449.222022092912,225.932912516415,303.847780768472,728.744167922598,10.9879702380856,1645.67115327199,42.0699910994981,148.646848311179,56.6502811595664,172.325544438455,10.4398865235659,12760.2706069494,720.500195293139,21.0810135274076,16.7353197282458,485.321243329578,582.411607317453,25.4676994721776,569.149030925465,584.342424789245,509.143384569017
"mmu-mir-17_mature",1,1,1,1,65.7171869060075,88.6654666340624,1,1.07151119940626,1,1,1,1,1,1,1,1.34098579286646,1,44.8933213024142,5.71994326178293,1,1.0781725548993,19.5239295907904,93.0683601120765,63.038056168763,1.2239644095984,55.927488611011,2.03206000168114,67.753177107751,55.9783268177483
"mmu-mir-181a-1_mature",225.485106353091,1722.65402689096,6.48996410420509,92.6752710738501,11.8281674589818,94.0602645807739,7.16665187503029,44.6218316378164,342.843995516194,551.665636450974,196.085993746562,230.104645457114,10.9879702380856,1285.70539142378,229.34915051321,1.34098579286646,56.6502811595664,20.8227902656064,5.71994326178293,13.3996798901355,36.8812026987778,10.1814259710874,1.11159801225706,25.5905373546203,54.0795650748214,75.7346738980119,27.317530042869,87.6680173972592,49.1380995309367
"mmu-mir-181a-2_mature",234.119148905133,1862.24759663888,6.48996410420509,100.647033775924,9.81362467591541,100.803762014163,13.3333037500606,44.3357868401914,334.477184437126,554.465631212589,188.654146365741,245.265982288835,1,1322.94322885635,258.919544104848,1.68197158573293,1,16.575049494405,3.35997163089146,1,37.975618467368,10.5572738178571,48.7639492460227,23.7181614139132,51.615956569239,80.3951880831886,22.1572300344633,87.8389602323623,48.5395796433407
"mmu-mir-181b-1_mature",1,1,1,1,15.8572530251146,1,1,6.86391835131303,138.454753441826,1,1,1,1,1,1,42.2592809368422,1,1,1,1,9.129945709527,1.10738509907705,12.3829972502204,4.12062656784522,1,18.3104812592277,44.8625500714483,10.059970260463,2.7100568217029
"mmu-mir-181b-2_mature",1,1,1,1,11.5763496110985,1,1,7.22147434834431,121.721131283691,1,1,1,1,1,1,37.4854798367117,1,1,1,1,9.36446337422489,1.16107764861557,15.1729475566469,5.11922706955569,1.4479288191968,16.3131180370091,45.3785800722888,8.26507049188071,18.0150653759439
"mmu-mir-182_mature",1,24.265594957986,3871.42469346459,88.3827834650411,25.6781490925632,1,7.16665187503029,8.93774313409447,1,1,2.85796184520535,1,1,1,1.82139982198996,1.34098579286646,1,42.0614941216133,1,13.3996798901355,15.4619226563701,34.6652285606539,10.1510370050791,7.86537844925948,52.2878497980342,36.4531971943798,1,17.3250407523437,39.1342671239747
"mmu-mir-183_mature",1,1,1,1,1,1,1,1,119.330613832529,1,346.580903208195,1,1,1,1,1,1,34.981926169611,1,1,1.0781725548993,20.9736284283306,16.6237217159887,36.0758426225803,10.8544340223297,1,4.09618000504341,42.1117518422896,5.78815910076813
"mmu-mir-1839_mature",3.15851063801049,12.632797478993,1,31.6606257772074,60.6808299483415,166.89003686138,1,96.1098952103211,1,1.93333158720504,1141.78857295609,1982.08134601152,10.9879702380856,2229.06393971564,237.563148733109,233.552310734929,1,76.0434202912242,3.35997163089146,38.1990396704065,223.869954017899,347.209559424396,15.7309376179322,11.9846055188152,96.4088384889195,124.337178971997,181.094470293358,169.293221158978,85.1347956277828
