"","110_RNA-m110_ROF_24H_PLASMA_CTCAGA_S44_L004","115_RNA-m115_PF_24H_PLASMA_TCATTC_S49_L004","113_RNA-m113_PF_24H_PLASMA_TACAGC_S47_L004","81_RNA-m81_PS_24H_PLASMA_GGTAGC_S57_L004","106_RNA-m106_Sal_24H_PLASMA_CCAACA_S40_L004","74_RNA-m74_ROS_24H_PLASMA_GTGGCC_S53_L004","109_RNA-m109_ROF_24H_PLASMA_CTATAC_S43_L004","82_RNA-m82_PS_24H_PLASMA_CAGGCG_S58_L004","75_RNA-m75_ROS_24H_PLASMA_GTTTCG_S54_L004","112_RNA-m112_ROF_24H_PLASMA_TAATCG_S46_L004","111_RNA-m111_ROF_24H_PLASMA_GACGAC_S45_L004","118_RNA-m118_PF_24H_PLASMA_TCGGCA_S52_L004","76_RNA-m76_ROS_24H_PLASMA_CGTACG_S55_L004","80_RNA-m80_PS_24H_PLASMA_GAGTGG_S56_L004","107_RNA-m107_ROF_24H_PLASMA_CGGAAT_S41_L004","104_RNA-m104_Sal_24H_PLASMA_CATGGC_S38_L004","114_RNA-m114_PF_24H_PLASMA_TATAAT_S48_L004","116_RNA-m116_PF_24H_PLASMA_TCCCGA_S50_L004","108_RNA-m108_ROF_24H_PLASMA_CTAGCT_S42_L004","117_RNA-m117_PF_24H_PLASMA_TCGAAG_S51_L004","PEAT_SM1-24hr_mouse_plasma_CAAAAG_S4_L002","PEAT_SM2-24hr_mouse_plasma_CAACTA_S5_L002","SALINE_SM2-24hr_mouse_plasma_CACTCA_S11_L002","PEAT_SM3-24hr_mouse_plasma_CACCGG_S6_L002","SALINE_SM3-24hr_mouse_plasma_CAGGCG_S12_L002","RED_OAK_SM2-24hr_mouse_plasma_ATGAGC_S8_L002","SALINE_SM1-24hr_mouse_plasma_CACGAT_S10_L002","RED_OAK_SM1-24hr_mouse_plasma_ACTGAT_S7_L002","RED_OAK_SM3-24hr_mouse_plasma_ATTCCT_S9_L002"
"mmu-mir-152_mature",0,3.65910224804052,0,4.99158664542938,0,0,0,2.40345096961822,0,0,0,0,0,0,0.865047648227701,0,0,1.27256885494026,0,0,4.40384844456116,3.5265370742446,4.47272315387499,0.321524228515288,0,6.6610805194152,0,3.93298021206508,3.69715081703088
"mmu-mir-15a_mature",0,0,0,6.60625963021333,0,7.31716104447176,10.6914492827486,3.08893464697633,0,0,0,0,0,0,0,0.423293952626673,0,0,0,0,6.44536511535043,6.48617373226408,6.79487901519393,5.18785948836833,5.80980657249156,4.35574161818702,6.06720501952526,5.18527852196552,6.55106349069665
"mmu-mir-15b_mature",1.65924443129039,0,2.6982104987439,0.20577175415506,4.15961270259564,7.77356761264124,3.73696239318959,2.77903239158216,8.7119785481209,1.92599742976751,7.8425345626157,2.12736451150837,3.45785300274864,0,0.865047648227701,9.09248045780039,6.81122134149359,7.12680287067583,3.38403412549453,3.74412663091143,4.39315353509802,0.343081150849788,2.78966554389936,4.34680692074705,8.7530816519264,6.57554548274013,7.29315948946951,4.14297916586673,4.23147779500222
"mmu-mir-16-1_mature",1.65924443129039,10.1561009713383,10.0947412740418,8.44834228100039,7.44918426889014,7.30490789443988,3.73696239318959,8.07120739691045,8.82275499429629,7.77741702874684,8.26474145091987,9.5192390577713,5.35585781240189,10.6004486961433,5.4768414673591,7.80518746644584,6.81122134149359,7.61762229076671,4.13091451723347,13.5865445646955,3.41864829957616,10.4892827886465,10.4257957155224,8.98062066706969,9.11540790880827,8.93719001018966,9.19519506422271,9.23738564028493,8.99748986671611
"mmu-mir-16-2_mature",2.41061823936575,9.91665904598435,10.0654740302469,8.00313173172455,7.4240192890995,7.37104770758578,2.8412992763285,8.0985652052302,8.81128484410599,7.81975063875075,8.24720494459661,9.50926862236873,3.45785300274864,10.6844603622554,5.39471960777155,7.21574506456394,5.8240112111539,7.42899276309111,3.38403412549453,13.639371304198,9.49285501122042,4.39787232504154,4.06482420886062,8.92279620045478,9.18589529814866,4.67059674001266,9.15266265957391,9.19067022629564,8.99192819396572
"mmu-mir-17_mature",0,0,0,0,6.03819882040337,6.47030040892135,0,0.0996469291030549,0,0,0,0,0,0,0,0.423293952626673,0,5.48842892870532,2.5160008364529,0,0.108588091054656,4.28717154894525,6.54021888170859,5.97815114365813,0.291561607995924,5.80548564334447,1.02294300193773,6.08221669434468,5.80679646054396
"mmu-mir-181a-1_mature",7.81688833411948,10.7504172684027,2.6982104987439,6.53411252480045,3.56415466876534,6.55551348522523,2.8412992763285,5.47967782945909,8.42140844520041,9.10765030679495,7.61534267852236,7.84614629941361,3.45785300274864,10.3283443837632,7.84140175360336,0.423293952626673,5.8240112111539,4.38009149842533,2.5160008364529,3.74412663091143,5.20481379781488,3.34786772873171,0.152635159847728,4.6775385365479,5.75701164393865,6.24288206098547,4.77175514088746,6.4539787168295,5.61877015587777
"mmu-mir-181a-2_mature",7.87109912892631,10.8628291850001,2.6982104987439,6.65316084420165,3.29478609629407,6.65540567125045,3.73696239318959,5.47039977457479,8.38576399399863,9.1149542268689,7.55959999877805,7.93820333974657,0,10.3695354375827,8.01636005852355,0.750153333733099,0,4.05094127323283,1.74844905200851,0,5.24700155540245,3.40016543363431,5.60774306512219,4.56792027417111,5.68974522457985,6.3290372488255,4.46970563036632,6.45678907185692,5.60108970957555
"mmu-mir-181b-1_mature",0,0,0,0,3.9870709674244,0,0,2.77903239158216,7.11327077507385,0,0,0,0,0,0,5.4011963141792,0,0,0,0,3.19060628136732,0.147157014273448,3.63028864971984,2.04286372517407,0,4.19459780525673,5.487439723133,3.33055413510576,1.43832310085206
"mmu-mir-181b-2_mature",0,0,0,0,3.53310849258333,0,0,2.85229341022887,6.92743583729875,0,0,0,0,0,0,5.22825996451649,0,0,0,0,3.22719632393694,0.215464457583907,3.92342947132821,2.35592600024538,0.533990680655973,4.02796065539212,5.50393956166057,3.047027124158,4.17113198214354
