"","110_RNA-m110_ROF_24H_PLASMA_CTCAGA_S44_L004","115_RNA-m115_PF_24H_PLASMA_TCATTC_S49_L004","113_RNA-m113_PF_24H_PLASMA_TACAGC_S47_L004","81_RNA-m81_PS_24H_PLASMA_GGTAGC_S57_L004","106_RNA-m106_Sal_24H_PLASMA_CCAACA_S40_L004","74_RNA-m74_ROS_24H_PLASMA_GTGGCC_S53_L004","109_RNA-m109_ROF_24H_PLASMA_CTATAC_S43_L004","82_RNA-m82_PS_24H_PLASMA_CAGGCG_S58_L004","75_RNA-m75_ROS_24H_PLASMA_GTTTCG_S54_L004","112_RNA-m112_ROF_24H_PLASMA_TAATCG_S46_L004","111_RNA-m111_ROF_24H_PLASMA_GACGAC_S45_L004","118_RNA-m118_PF_24H_PLASMA_TCGGCA_S52_L004","76_RNA-m76_ROS_24H_PLASMA_CGTACG_S55_L004","80_RNA-m80_PS_24H_PLASMA_GAGTGG_S56_L004","107_RNA-m107_ROF_24H_PLASMA_CGGAAT_S41_L004","104_RNA-m104_Sal_24H_PLASMA_CATGGC_S38_L004","114_RNA-m114_PF_24H_PLASMA_TATAAT_S48_L004","116_RNA-m116_PF_24H_PLASMA_TCCCGA_S50_L004","108_RNA-m108_ROF_24H_PLASMA_CTAGCT_S42_L004","117_RNA-m117_PF_24H_PLASMA_TCGAAG_S51_L004","PEAT_SM1-24hr_mouse_plasma_CAAAAG_S4_L002","PEAT_SM2-24hr_mouse_plasma_CAACTA_S5_L002","SALINE_SM2-24hr_mouse_plasma_CACTCA_S11_L002","PEAT_SM3-24hr_mouse_plasma_CACCGG_S6_L002","SALINE_SM3-24hr_mouse_plasma_CAGGCG_S12_L002","RED_OAK_SM2-24hr_mouse_plasma_ATGAGC_S8_L002","SALINE_SM1-24hr_mouse_plasma_CACGAT_S10_L002","RED_OAK_SM1-24hr_mouse_plasma_ACTGAT_S7_L002","RED_OAK_SM3-24hr_mouse_plasma_ATTCCT_S9_L002"
"mmu-let-7a-1_mature",4.73672057557986,4.04841548389262,5.02571444636187,9.30351475437568,9.13339350142974,9.95602772731635,6.4166332802688,9.93321170588094,8.09935871849749,9.13339350142974,9.82998346475922,11.1134346295362,8.55028793340067,10.5929281022526,10.3100146800764,8.82892497902447,8.14756680997915,9.32116828277083,9.88716887983006,14.0756211135446,8.98618463886245,9.56246830785214,9.13524211129731,9.05756457170908,8.7895574117488,8.90599999453709,8.52595393311783,8.16163569988178,9.28981858909197
"mmu-let-7a-2_mature",3.48306931607974,5.69315378986202,4.75705726891738,9.37454196536862,9.19667623577429,9.72148805365491,5.92427001986533,9.93605808296517,8.08036960919433,8.74189645834422,9.75441154403647,11.1210930252486,8.25247900429038,10.6216268643269,10.3081465007989,8.81806602239548,8.14756680997915,8.91859177236041,10.0078201147997,14.082855630549,8.9651263271178,9.51550810533484,9.12287730795166,9.13006697111276,8.86634016529729,1.77728128549363,8.60647527845348,8.16335731832623,1.67587433996804
"mmu-let-7b_mature",9.29228613970775,11.3310234928095,11.5120062868656,10.8685605564607,10.201573729842,10.6669366888976,11.9279632499445,10.3811752829704,9.49921910959107,10.705175182776,3.8206114402025,10.2039598927206,11.6888503967207,5.60413712878954,8.59722342055886,9.8468756276136,15.3337791722715,10.0692524022213,10.5339938091344,14.1364849033405,9.34919682878583,1.7068770904868,4.17034226082331,4.3102738314938,9.09743609489873,9.29884721599269,9.09037494174955,9.63016185203884,1.78214035501336
"mmu-let-7c-1_mature",9.01373610644077,6.78103359425638,3.34053657523842,10.1589981172009,9.55840137172127,8.90101509085949,6.19141153354134,9.13234222239691,10.1604011862749,7.88740934360047,4.166138142563,8.73061190820306,12.176725924478,13.0009978944577,9.72107467307209,9.09221351302432,8.81548352502694,8.03899590031259,10.3322200121742,6.52458223585536,9.1732301821689,9.82964208124699,9.00121769626033,9.28763178380653,8.98140544702828,8.65392865715646,8.52393273604648,8.5618451008632,9.12638832554589
"mmu-let-7c-2_mature",9.17865590670465,6.22971325638568,5.61821555948574,10.1618969264509,9.53802089664005,9.00692933387796,6.61134403604309,9.12958192301191,10.1664157991899,7.87024521164981,4.44214796856855,8.52824952609768,12.2495534672548,13.0629962734345,9.69414699982344,9.12958192301191,8.6252660453075,8.15820972812064,10.3789922919424,7.57971393026681,9.20281381892287,9.85445525729831,8.9529757818727,9.29194767001277,8.91065601691406,8.66225112298523,8.53200058787286,8.51001911135762,9.08178179782875
"mmu-let-7d_mature",9.8429586069848,5.3242718120726,3.98867915368121,7.47262918215492,7.80827401409142,8.38254546684831,5.16910966996291,8.0504916334797,8.78659036314058,2.25880536038925,2.58871411369569,2.96314877424387,5.1336197566991,4.56449930251978,8.42862105203335,8.43449923690262,5.92784589313491,7.84827346311896,4.95767121927507,6.07118517611525,8.60795935807352,9.7979696387415,9.73608364493346,8.69828113316481,9.28625993152975,9.49396913642434,8.03507737550999,9.04202691666512,8.92590806580061
"mmu-let-7e_mature",1.41816350913115,1.41816350913115,1.41816350913115,7.18403076946435,5.15438572215258,1.41816350913115,1.41816350913115,5.7696850086397,2.36586174696181,1.41816350913115,1.41816350913115,1.41816350913115,1.41816350913115,11.0297430066511,1.41816350913115,1.93079522572243,1.41816350913115,6.80056801380383,3.56323367187127,1.41816350913115,2.29428708029803,2.24974626181967,4.53778702580462,4.94023311998833,2.63473642046411,6.4674043393079,3.20383577747709,1.6758271048847,5.79643086450696
"mmu-let-7f-1_mature",8.77869902550438,13.0879064210103,12.5587374172037,9.26196958111489,9.51039117843381,10.3003279167977,11.9095808023892,9.98737203496329,8.19661644105856,10.1809077538615,9.76984594587879,4.45049727773057,10.4342942356291,9.87080117644558,9.04144077291952,9.43621588400555,13.7296221220163,9.07449226639538,8.49857348939405,6.07118517611525,8.99527423788092,9.3967653337153,8.95427473601713,9.16374057415783,9.17774189608605,8.89897451791099,9.28671823486556,8.69008974173615,8.87715729975653
"mmu-let-7f-2_mature",8.6056330809849,13.0567311517307,12.5950344221157,9.23212250203339,9.50939454864928,10.2714950159944,11.7890585403597,10.0925034753795,8.39919533618583,10.1022421639918,9.80921928110367,4.75381284885489,10.4027089707497,9.55092399363911,9.04593183699657,9.42266006761123,13.8486883575399,8.87139210835889,8.49857348939405,6.52458223585536,9.03945390078844,9.3695036935583,9.00247394942496,9.27896108226854,9.20043794878862,8.86435546337198,9.49914587827104,8.688297250698,8.94305268371028
"mmu-let-7g_mature",11.8134858613706,6.92616729014516,5.61821555948574,11.3778425868933,11.1871263206029,10.2556663631188,13.661942833951,11.1272519521366,11.3324473438164,10.2566059178703,10.9242152877266,11.3506118919223,12.2495534672548,11.3814605407789,10.1143649684641,11.1342108615152,14.474612829198,10.6020954743953,11.181670321799,14.3858079520819,11.2213287353272,12.0692544852474,11.3814605407789,10.5360205783334,10.7130245080532,11.1577676220161,10.92409534121,10.6504515540182,11.1840437347841
